Company Name,Website
The LTV Corporation,https://en.wikipedia.org/wiki/Ling-Temco-Vought
The Lubrizol Corporation,https://www.lubrizol.com/
Lucent Technologies Inc.,https://en.wikipedia.org/wiki/Lucent
Lyondell Chemical Company,https://www.lyondellbasell.com/
M & T Bank Corporation,https://www.mtb.com/home-page
Magellan Health Services Inc.,http://www.magellanhealth.com/
Mail-Well Inc.,http://www.referenceforbusiness.com/history2/37/Mail-Well-Inc.html
Mandalay Resort Group,https://en.wikipedia.org/wiki/Mandalay_Resort_Group
Manor Care Inc.,https://hcr-manorcare.com/
Manpower Inc.,http://manpower.com/
Marathon Oil Corporation,https://www.marathonoil.com/
Mariner Health Care Inc.,https://www.marinerhealthcare.com/
Markel Corporation,https://www.markelcorp.com/
Marriott International Inc.,https://www.marriott.com/default.mi
Marsh & McLennan Companies Inc.,http://www.mmc.com/
Marsh Supermarkets Inc.,https://www.marsh.net/
Marshall & Ilsley Corporation,https://en.wikipedia.org/wiki/Marshall_%26_Ilsley
Martin Marietta Materials Inc.,https://www.martinmarietta.com/
Masco Corporation,http://masco.com/
Massey Energy Company,http://www.masseyenergyco.com/
MasTec Inc.,http://www.mastec.com/
Mattel Inc.,https://www.mattel.com/en-us
Maxim Integrated Products Inc.,https://www.maximintegrated.com/en.html
Maxtor Corporation,https://maxtor.seagate.com/
Maxxam Inc.,http://www.hoovers.com/company-information/cs/company-profile.maxxam_inc.4f8c2219cb64ffee.html
The May Department Stores Company,https://en.wikipedia.org/wiki/The_May_Department_Stores_Company
Maytag Corporation,http://www.maytag.com/
MBNA Corporation,https://en.wikipedia.org/wiki/MBNA
McCormick & Company Incorporated,https://www.mccormickcorporation.com/
McDonald's Corporation,https://www.mcdonalds.com/us/en-us.html
The McGraw-Hill Companies Inc.,https://www.mheducation.com/
McKesson Corporation,https://www.mckesson.com/
McLeodUSA Incorporated,https://en.wikipedia.org/wiki/McLeodUSA
M.D.C. Holdings Inc.,https://ir.richmondamerican.com/
MDU Resources Group Inc.,https://www.mdu.com/
MeadWestvaco Corporation,https://en.wikipedia.org/wiki/MeadWestvaco
Medtronic Inc.,https://www.medtronic.com/us-en/index.html
Mellon Financial Corporation,https://www.mellon.com/
The Men's Wearhouse Inc.,https://www.menswearhouse.com/
"Merck & Co., Inc.",http://merck.com/
Mercury General Corporation,http://www.mercuryinsurance.com/
Merrill Lynch & Co. Inc.,https://www.ml.com/
Metaldyne Corporation,https://www.aam.com/
Metals USA Inc.,https://www.metalsusa.com/
MetLife Inc.,https://www.metlife.com/
Metris Companies Inc,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=93637
MGIC Investment Corporation,https://mtg.mgic.com/
MGM Mirage,https://www.mgmresorts.com/en.html
Michaels Stores Inc.,https://www.michaels.com/
Micron Technology Inc.,https://www.micron.com/
Microsoft Corporation,https://www.microsoft.com/
Milacron Inc.,https://www.milacron.com/
Millennium Chemicals Inc.,http://www.cristal.com/Pages/default.aspx
Mirant Corporation,https://www.ajc.com/business/mirant-shareholders-getting-bankruptcy-payouts/L88cPoO7vyjbvqfVutIyQO/
Mohawk Industries Inc.,https://www.mohawkind.com/
Molex Incorporated,https://www.molex.com/molex/home
The MONY Group Inc.,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=393737
Morgan Stanley Dean Witter & Co.,http://www.morganstanley.com/
Motorola Inc.,https://www.motorola.com/us/home
MPS Group Inc.,http://www.mpsgrp.com/
Murphy Oil Corporation,http://www.murphyoilcorp.com/
Nabors Industries Inc,https://nabors.com/
Nacco Industries Inc,http://www.nacco.com/
Nash Finch Company,https://www.spartannash.com/
National City Corp.,https://en.wikipedia.org/wiki/National_City_Corp.
National Commerce Financial Corporation,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=289975
National Fuel Gas Company,https://natfuel.com/
National Oilwell Inc,https://www.nov.com/
National Rural Utilities Cooperative Finance Corporation,https://www.nrucfc.coop/
National Semiconductor Corporation,http://www.ti.com/
National Service Industries Inc,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=291066
Navistar International Corporation,https://www.navistar.com/navistar/
NCR Corporation,https://www.ncr.com/
The Neiman Marcus Group Inc.,https://www.neimanmarcus.com/
New Jersey Resources Corporation,https://www.njresources.com/
New York Times Company,https://www.nytco.com/
Newell Rubbermaid Inc,https://www.newellbrands.com/
Newmont Mining Corporation,https://www.newmont.com/home/default.aspx
Nextel Communications Inc,https://en.wikipedia.org/wiki/Nextel_Communications
Nicor Inc,https://www.nicorinc.net/
Nike Inc,https://www.nike.com/language_tunnel
NiSource Inc,https://www.nisource.com/
Noble Energy Inc,https://www.nblenergy.com/
Nordstrom Inc,https://shop.nordstrom.com/
Norfolk Southern Corporation,http://www.nscorp.com/
Nortek Inc,http://www.nortek.com/
North Fork Bancorporation Inc,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=292492
Northeast Utilities System,http://www.eversource.com/
Northern Trust Corporation,https://www.northerntrust.com/
Northrop Grumman Corporation,http://www.northropgrumman.com/
NorthWestern Corporation,http://www.northwesternenergy.com/
Novellus Systems Inc,https://www.lamresearch.com/
NSTAR,https://www.eversource.com/
NTL Incorporated,https://en.wikipedia.org/wiki/NTL_Incorporated
Nucor Corp,https://www.nucor.com/
Nvidia Corp,https://www.nvidia.com/en-us/about-nvidia/
NVR Inc,http://www.nvrinc.com/
Northwest Airlines Corp,https://en.wikipedia.org/wiki/Northwest_Airlines
Occidental Petroleum Corp,http://www.oxy.com/
Ocean Energy Inc,https://www.bizjournals.com/houston/stories/2003/02/24/daily5.html
Office Depot Inc.,https://www.officedepot.com/
OfficeMax Inc,https://www.officedepot.com/
OGE Energy Corp,https://oge.com/
Oglethorpe Power Corp.,https://opc.com/
Ohio Casualty Corp.,https://www.ohiocasualty-ins.com/
Old Republic International Corp.,http://www.oldrepublic.com/
Olin Corp.,http://www.olin.com/
OM Group Inc,http://www.omgroupinc.us/
Omnicare Inc,https://omnicare.com/
Omnicom Group,http://omnicomgroup.com/
On Semiconductor Corp,https://www.onsemi.com/
ONEOK Inc,http://www.oneok.com/
Oracle Corp,https://www.oracle.com/index.html
Oshkosh Truck Corp,https://www.oshkoshcorp.com/
Outback Steakhouse Inc.,https://www.outback.com/
Owens & Minor Inc.,https://www.owens-minor.com/
Owens Corning,https://www.owenscorning.com/
Owens-Illinois Inc,http://www.o-i.com/
Oxford Health Plans Inc,https://www.oxhp.com/
Paccar Inc,http://www.paccar.com/
PacifiCare Health Systems Inc,https://en.wikipedia.org/wiki/PacifiCare_Health_Systems
Packaging Corp. of America,https://www.packagingcorp.com/
Pactiv Corp,https://www.pactiv.com/Pactiv.htm
Pall Corp,https://www.pall.com/
Pantry Inc,https://en.wikipedia.org/wiki/The_Pantry
Park Place Entertainment Corp,https://en.wikipedia.org/wiki/Park_Place_Entertainment
Parker Hannifin Corp.,http://www.parker.com/
Pathmark Stores Inc.,http://www.pathmark.com/
Paychex Inc,https://www.paychex.com/
Payless Shoesource Inc,https://www.payless.com/
Penn Traffic Co.,https://en.wikipedia.org/wiki/Penn_Traffic
Pennzoil-Quaker State Company,https://www.pennzoil.com/
Pentair Inc,http://www.pentair.com/
Peoples Energy Corp.,http://peoplesgasdelivery.com/
PeopleSoft Inc,https://en.wikipedia.org/wiki/PeopleSoft
"Pep Boys Manny, Moe & Jack",https://www.pepboys.com/pep-boys-story
Potomac Electric Power Co.,https://www.pepco.com/Pages/default.aspx
Pepsi Bottling Group Inc.,https://www.pepsico.com/
PepsiAmericas Inc.,https://en.wikipedia.org/wiki/PepsiAmericas
PepsiCo Inc.,https://www.pepsico.com/
Performance Food Group Co.,http://pfgc.com/
Perini Corp,http://www.tutorperini.com/
PerkinElmer Inc,http://www.perkinelmer.com/
Perot Systems Corp,https://en.wikipedia.org/wiki/Perot_Systems
Petco Animal Supplies Inc.,https://www.petco.com/shop/en/petcostore
"Peter Kiewit Sons', Inc.",https://www.kiewit.com/
PETsMART Inc,https://www.petsmart.com/
Pfizer Inc,https://www.pfizer.com/
Pacific Gas & Electric Corp.,https://www.pge.com/
Pharmacia Corp,https://www.pfizer.com/about/history/pfizer_pharmacia
Phar Mor Inc.,https://en.wikipedia.org/wiki/Phar-Mor
Phelps Dodge Corp.,https://en.wikipedia.org/wiki/Phelps_Dodge
Philip Morris Companies Inc.,http://www.altria.com/About-Altria/our-companies/philipmorrisusa/Pages/default.aspx
Phillips Petroleum Co,https://en.wikipedia.org/wiki/Phillips_Petroleum_Company
Phillips Van Heusen Corp.,https://pvh.com/
Phoenix Companies Inc,https://www.thestreet.com/quote/PNX.html
Pier 1 Imports Inc.,https://www.pier1.com/
Pilgrim's Pride Corporation,http://www.pilgrimspride.com/
Pinnacle West Capital Corp,http://www.pinnaclewest.com/Home/default.aspx
Pioneer-Standard Electronics Inc.,https://www.eetimes.com/document.asp?doc_id=1145581
Pitney Bowes Inc.,https://www.pitneybowes.com/us
Pittston Brinks Group,N/A
Plains All American Pipeline LP,https://www.plainsallamerican.com/
PNC Financial Services Group Inc.,https://www.pnc.com/en/
PNM Resources Inc,http://www.pnmresources.com/
Polaris Industries Inc.,https://www.polaris.com/en-us/
Polo Ralph Lauren Corp,https://www.ralphlauren.com/
PolyOne Corp,http://www.polyone.com/
Popular Inc,https://www.popular.com/en/
Potlatch Corp,https://potlatchdeltic.com/
PPG Industries Inc,http://corporate.ppg.com/Home.aspx
PPL Corp,https://www.pplweb.com/
Praxair Inc,https://www.praxair.com/
Precision Castparts Corp,http://www.precast.com/
Premcor Inc.,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=854067
Pride International Inc,http://pridebaltimore.com/
Primedia Inc,https://primediany.com/
Principal Financial Group Inc.,https://www.principal.com/
Procter & Gamble Co.,https://us.pg.com/
Pro-Fac Cooperative Inc.,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=844144
Progress Energy Inc,https://en.wikipedia.org/wiki/Progress_Energy_Inc
Progressive Corporation,https://www.progressive.com/
Protective Life Corp,https://www.protective.com/
Provident Financial Group,https://www.providentfinancial.com/
Providian Financial Corp.,https://en.wikipedia.org/wiki/Providian
Prudential Financial Inc.,https://www.prudential.com/
PSS World Medical Inc,https://mms.mckesson.com/
Public Service Enterprise Group Inc.,https://www.pseg.com/
Publix Super Markets Inc.,http://www.publix.com/
Puget Energy Inc.,https://www.pugetenergy.com/
Pulte Homes Inc,https://www.pulte.com/
Qualcomm Inc,https://www.qualcomm.com/
Quanta Services Inc.,http://www.quantaservices.com/
Quantum Corp,https://www.quantum.com/
Quest Diagnostics Inc.,http://www.questdiagnostics.com/
Questar Corp,https://www.dominionenergy.com/
Quintiles Transnational,https://www.iqvia.com/
Qwest Communications Intl Inc,https://en.wikipedia.org/wiki/Qwest
R.J. Reynolds Tobacco Company,http://www.rjrt.com/
R.R. Donnelley & Sons Company,https://www.rrdonnelley.com/
Radio Shack Corporation,https://www.radioshack.com/
Raymond James Financial Inc.,https://www.raymondjames.com/
Raytheon Company,https://www.raytheon.com/
Reader's Digest Association Inc.,https://www.rd.com/
Reebok International Ltd.,https://www.reebok.com/us/
Regions Financial Corp.,https://ir.regions.com/
Regis Corporation,https://www.regiscorp.com/
Reliance Steel & Aluminum Co.,https://www.rsac.com/
Reliant Energy Inc.,https://www.reliant.com/
Rent A Center Inc,https://www.rentacenter.com/
Republic Services Inc,https://www.republicservices.com/
Revlon Inc,http://www.revlon.com/
RGS Energy Group Inc,https://rgsenergy.com/
Rite Aid Corp,https://www.riteaid.com/corporate
Riverwood Holding Inc.,https://www.sec.gov/Archives/edgar/data/886239/000095012303003294/y84803e425.htm
RoadwayCorp,http://roadwaytransportcorp.com/
Robert Half International Inc.,https://www.roberthalf.com/
Rock-Tenn Co,https://www.westrock.com/en
Rockwell Automation Inc,https://www.rockwellautomation.com/site-selection.html
Rockwell Collins Inc,https://www.rockwellcollins.com/
Rohm & Haas Co.,https://www.dow.com/en-us
Ross Stores Inc,http://www.rossstores.com/
RPM Inc.,http://www.rpminc.com/
Ruddick Corp,https://en.wikipedia.org/wiki/Ruddick_Corporation
Ryder System Inc,https://ryder.com/
Ryerson Tull Inc,https://www.ryerson.com/
Ryland Group Inc.,https://en.wikipedia.org/wiki/Ryland_Homes
Sabre Holdings Corp,https://www.sabre.com/
Safeco Corp,https://www.safeco.com/
Safeguard Scientifics Inc.,https://www.safeguard.com/
Safeway Inc,https://www.safeway.com/
Saks Inc,https://www.saksincorporated.com/
Sanmina-SCI Inc,http://www.sanmina.com/
Sara Lee Corp,https://en.wikipedia.org/wiki/Sara_Lee_Corporation
SBC Communications Inc,https://en.wikipedia.org/wiki/SBC_Communications
Scana Corp.,https://finance.yahoo.com/quote/SCG
Schering-Plough Corp,https://en.wikipedia.org/wiki/Schering-Plough
Scholastic Corp,http://www.scholastic.com/home/
SCI Systems Onc.,http://www.sci.com/
Science Applications Intl. Inc.,http://www.saic.com/
Scientific-Atlanta Inc,https://www.cisco.com/c/en/us/about/corporate-strategy-office/acquisitions/scientificatlanta.html
Scotts Company,https://www.scotts.com/en-us
Seaboard Corp,https://www.seaboardcorp.com/
Sealed Air Corp,https://sealedair.com/
Sears Roebuck & Co,https://www.sears.com/
Sempra Energy,https://www.sempra.com/
Sequa Corp,http://sequa.com/
Service Corp. International,http://www.sci-corp.com/en-us/index.page
ServiceMaster Co,https://www.servicemaster.com/
Shaw Group Inc,https://shawinc.com/
Sherwin-Williams Company,https://www.sherwin-williams.com/
Shopko Stores Inc,https://www.shopko.com/
Siebel Systems Inc,https://www.oracle.com/applications/siebel/
Sierra Health Services Inc,https://www.sierrahealthandlife.com/Member
Sierra Pacific Resources,https://www.nvenergy.com/
Silgan Holdings Inc.,http://silganholdings.com/
Silicon Graphics Inc,https://www.hpe.com/us/en/solutions/hpc-high-performance-computing.html
Simon Property Group Inc,https://www.simon.com/
SLM Corporation,https://www.salliemae.com/
Smith International Inc,https://en.wikipedia.org/wiki/Smith_International
Smithfield Foods Inc,https://www.smithfieldfoods.com/
Smurfit-Stone Container Corp,https://en.wikipedia.org/wiki/Smurfit-Stone_Container
Snap-On Inc,https://www.snapon.com/EN
Solectron Corp,https://en.wikipedia.org/wiki/Solectron
Solutia Inc,https://www.eastman.com/Pages/solutia.aspx
Sonic Automotive Inc.,https://www.sonicautomotive.com/
Sonoco Products Co.,https://www.sonoco.com/
Southern Company,https://www.southerncompany.com/
Southern Union Company,https://en.wikipedia.org/wiki/Southern_Union_Company
SouthTrust Corp.,https://www.southtrust.com/
Southwest Airlines Co,https://www.southwest.com/
Southwest Gas Corp,http://www.swgas.com/
Sovereign Bancorp Inc.,https://www.bloomberg.com/profiles/companies/0472439D:US-sovereign-bancorp-inc
Spartan Stores Inc,https://www.spartannash.com/
Spherion Corp,https://www.spherion.com/
Sports Authority Inc,https://en.wikipedia.org/wiki/Sports_Authority
Sprint Corp.,https://www.sprint.com/
SPX Corp,https://www.spx.com/
St. Jude Medical Inc,https://www.cardiovascular.abbott/us/en/home.html
St. Paul Cos.,https://www.spst.edu/cos/
Staff Leasing Inc.,https://staffleasing-peo.com/
StanCorp Financial Group Inc,https://www.standard.com/about-standard/company/investor-relations
Standard Pacific Corp.,https://en.wikipedia.org/wiki/Standard_Pacific_Homes
Stanley Works,https://www.stanleyblackanddecker.com/
Staples Inc,https://www.staples.com/
Starbucks Corp,https://www.starbucks.com/
Starwood Hotels & Resorts Worldwide Inc,https://www.marriott.com/about/corporate-overview.mi
State Street Corp.,http://www.statestreet.com/home.html
Stater Bros. Holdings Inc.,http://www.staterbros.com/
Steelcase Inc,https://www.steelcase.com/
Stein Mart Inc,https://www.steinmart.com/
Stewart & Stevenson Services  Inc,http://www.stewartandstevenson.com/
Stewart Information Services Corp,https://www.stewart.com/en.html
Stilwell Financial Inc,https://en.wikipedia.org/wiki/Janus_Capital_Group
Storage Technology Corporation,https://en.wikipedia.org/wiki/Storage_Technology_Corporation
Stryker Corp,http://www.stryker.com/us/en/index.html
Sun Healthcare Group Inc.,http://www.genesishcc.com/about-us/investors
Sun Microsystems Inc.,https://www.oracle.com/sun/
SunGard Data Systems Inc.,https://en.wikipedia.org/wiki/SunGard
Sunoco Inc.,https://www.sunoco.com/
SunTrust Banks Inc,https://www.suntrust.com/
Supervalu Inc,https://www.supervalu.com/
"Swift Transportation, Co., Inc",https://www.swifttrans.com/
Symbol Technologies Inc,https://www.ssetechnologies.com/zebra-technologies/
Synovus Financial Corp.,https://www.synovus.com/
Sysco Corp,https://www.sysco.com/
Systemax Inc.,https://www.systemax.com/
Target Corp.,https://www.target.com/
Tech Data Corporation,https://www.techdata.com/
TECO Energy Inc,https://www.tecoenergy.com/
Tecumseh Products Company,http://www.tecumseh.com/
Tektronix Inc,https://www.tek.com/
Teleflex Incorporated,https://www.teleflex.com/usa/?language_id=11
Telephone & Data Systems Inc,https://www.tdsinc.com/home/default.aspx
Tellabs Inc.,https://www.tellabs.com/
Temple-Inland Inc,https://en.wikipedia.org/wiki/Temple-Inland
Tenet Healthcare Corporation,https://www.tenethealth.com/
Tenneco Automotive Inc.,https://www.tenneco.com/
Teradyne Inc,https://www.teradyne.com/
Terex Corp,https://www.terex.com/
Tesoro Petroleum Corp.,http://tsocorp.com/
Texas Industries Inc.,https://www.martinmarietta.com/
Texas Instruments Incorporated,http://www.ti.com/
Textron Inc,http://www.textron.com/
Thermo Electron Corporation,https://www.thermofisher.com/us/en/home.html
Thomas & Betts Corporation,http://www.tnb.com/
Tiffany & Co,https://www.tiffany.com/
Timken Company,https://www.timken.com/
TJX Companies Inc,https://www.tjx.com/
TMP Worldwide Inc,https://www.tmp.com/
Toll Brothers Inc,https://www.tollbrothers.com/
Torchmark Corporation,https://www.torchmarkcorp.com/
Toro Company,http://thetorocompany.com/
Tower Automotive Inc.,https://towerinternational.com/
Toys 'R' Us Inc,https://www.toysrusinc.com/
Trans World Entertainment Corp.,https://www.twec.com/
TransMontaigne Inc,http://transmontaigne.com/
Transocean Inc,https://www.deepwater.com/
TravelCenters of America Inc.,https://www.ta-petro.com/
Triad Hospitals Inc,https://en.wikipedia.org/wiki/Triad_Hospitals
Tribune Company,http://www.tribunemedia.com/
Trigon Healthcare Inc.,https://www.nasdaq.com/markets/ipos/company/trigon-healthcare-inc-11110-7968
Trinity Industries Inc,http://www.trin.net/
Trump Hotels & Casino Resorts Inc.,https://en.wikipedia.org/wiki/Trump_Entertainment_Resorts
TruServ Corporation,http://www.truevaluecompany.com/
TRW Inc,https://en.wikipedia.org/wiki/TRW_Inc.
TXU Corp,http://www.txu.com/
Tyson Foods Inc,https://www.tyson.com/
U.S. Bancorp,https://www.usbank.com/index.html
U.S. Industries Inc.,https://www.usaindustries.com/
UAL Corporation,https://en.wikipedia.org/wiki/UAL_Corporation
UGI Corporation,https://www.ugicorp.com/home/default.aspx
Unified Western Grocers Inc,http://www.unifiedgrocers.com/
Union Pacific Corporation,http://www.up.com/
Union Planters Corp,https://en.wikipedia.org/wiki/Union_Planters
Unisource Energy Corp,https://www.uns.com/
Unisys Corporation,https://www.unisys.com/
United Auto Group Inc,https://www.penskeautomotive.com/
United Defense Industries Inc.,https://www.carlyle.com/our-business/portfolio-of-investments/united-defense-industries-inc
United Parcel Service Inc,https://www.ups.com/
United Rentals Inc,https://www.unitedrentals.com/
United Stationers Inc,https://www.essendant.com/
United Technologies Corporation,http://www.utc.com/
UnitedHealth Group Incorporated,https://www.unitedhealthgroup.com/
Unitrin Inc,https://www.kemper.com/wps/portal/Kemper/Home/!ut/p/b1/04_Sj9CPykssy0xPLMnMz0vMAfGjzOLdg5wMLJ0MHQ0MDPzNDTx9_LzcAg38jQzMjYAKIoEKDHAARwNC-sP1o8BK8Jjg55Gfm6pfkBthoOuoqAgA0HYp2w!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/
Universal Corporation,http://www.universalcorp.com/
Universal Forest Products Inc,https://www.ufpi.com/
Universal Health Services Inc,https://www.uhsinc.com/
Unocal Corporation,https://en.wikipedia.org/wiki/Unocal_Corporation
Unova Inc,https://en.wikipedia.org/wiki/Intermec
UnumProvident Corporation,https://www.unum.com/
URS Corporation,https://www.aecom.com/
US Airways Group Inc,https://en.wikipedia.org/wiki/US_Airways_Group
US Oncology Inc,https://www.usoncology.com/
USA Interactive,https://en.wikipedia.org/wiki/IAC_(company)
USFreighways Corporation,https://www.bloomberg.com/profiles/companies/0416450D:US-us-freightways-inc
USG Corporation,https://www.usg.com/content/usgcom/en.html
UST Inc,https://en.wikipedia.org/wiki/UST_Inc.
Valero Energy Corporation,https://www.valero.com/en-us/
Valspar Corporation,https://www.valspar.com/
Value City Department Stores Inc,https://www.valuecityfurniture.com/
Varco International Inc,http://www.varco.com/
Vectren Corporation,http://www.vectren.com/
Veritas Software Corporation,https://www.veritas.com/
Verizon Communications Inc,https://www.verizon.com/about/
VF Corporation,https://www.vfc.com/
Viacom Inc,https://www.viacom.com/
Viad Corp,http://www.viad.com/home/default.aspx
Viasystems Group Inc,https://www.ttm.com/
Vishay Intertechnology Inc,http://www.vishay.com/
Visteon Corporation,https://www.visteon.com/
Volt Information Sciences Inc,http://www.volt.com/
Vulcan Materials Company,http://www.vulcanmaterials.com/
W.R. Berkley Corporation,https://en.wikipedia.org/wiki/W._R._Berkley_Corporation
W.R. Grace & Co,https://grace.com/
W.W. Grainger Inc,https://www.grainger.com/
Wachovia Corporation,https://www.wellsfargo.com/about/corporate/wachovia
Wakenhut Corporation,https://en.wikipedia.org/wiki/Wackenhut
Walgreen Co,https://www.walgreens.com/
Wallace Computer Services Inc,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=313164
Wal-Mart Stores Inc,https://corporate.walmart.com/
Walt Disney Co,https://www.thewaltdisneycompany.com/
Walter Industries Inc,https://www.nytimes.com/topic/company/walter-industries-inc
Washington Mutual Inc,https://en.wikipedia.org/wiki/Washington_Mutual
Washington Post Co.,https://www.washingtonpost.com/
Waste Management Inc,http://www.wm.com/index.jsp
Watsco Inc,https://www.watsco.com/
Weatherford International Inc,http://www.weatherford.com/
Weis Markets Inc.,https://www.weismarkets.com/
Wellpoint Health Networks Inc,https://www.antheminc.com/AboutAnthemInc/CompanyHistory/PW_D015003.html
Wells Fargo & Company,https://www.wellsfargo.com/
Wendy's International Inc,https://www.wendys.com/
Werner Enterprises Inc,http://www.werner.com/
WESCO International Inc,https://www.wesco.com/
Western Digital Inc,https://www.westerndigital.com/
Western Gas Resources Inc,http://www.westerngas.com/
WestPoint Stevens Inc,http://www.westpointhome.com/
Weyerhauser Company,https://www.weyerhaeuser.com/
WGL Holdings Inc,http://www.wglholdings.com/
Whirlpool Corporation,https://www.whirlpoolcorp.com/
Whole Foods Market Inc,https://www.wholefoodsmarket.com/
Willamette Industries Inc.,https://en.wikipedia.org/wiki/Willamette_Industries
Williams Companies Inc,https://co.williams.com/
Williams Sonoma Inc,http://www.williams-sonomainc.com/
Winn Dixie Stores Inc,https://www.winndixie.com/
Wisconsin Energy Corporation,http://www.wecenergygroup.com/
Wm Wrigley Jr Company,https://en.wikipedia.org/wiki/Wrigley_Company
World Fuel Services Corporation,https://www.wfscorp.com/en
WorldCom Inc,https://worldcomgroup.com/
Worthington Industries Inc,https://worthingtonindustries.com/Home
WPS Resources Corporation,http://wisconsinpublicservice.com/
Wyeth,https://wyeth.nyc/
Wyndham International Inc,http://wyndhamdestinations.com/
Xcel Energy Inc,https://www.xcelenergy.com/
Xerox Corp,https://www.xerox.com/
Xilinx Inc,http://www.xilinx.com/
XO Communications Inc,https://www.xo.com/
Yellow Corporation,http://www.yrcw.com/
York International Corp,http://www.york.com/
Yum Brands Inc.,http://www.yum.com/
Zale Corporation,https://www.zalecorp.com/corporate.aspx
Zions Bancorporation,http://www.zionsbancorporation.com/
